id,x(m),y(m),area_code
P2817,94630.127,98085.243,3
P2818,94633.987,98090.937,3
P2819,94634.591,98088.066,6
P2820,94634.001,98084.798,6
P2821,94635.818,98083.799,1
P2822,94639.162,98075.394,2
P2823,94641.500,98081.611,2
P2824,94643.460,98087.898,2
P2825,94649.155,98092.298,3
P2826,94644.350,98092.966,2
P2827,94650.807,98087.327,2
P2828,94649.143,98084.113,3
P2829,94650.761,98082.336,3
P2830,94658.413,98079.301,2
P2831,94661.130,98085.426,2
P2832,94667.510,98089.051,1
P2833,94665.350,98085.979,7
P2834,94661.265,98084.463,3
P2835,94662.403,98084.887,3
P2836,94658.459,98088.692,7
P2837,94657.063,98085.432,3
P2838,94653.753,98083.036,3
P2839,94658.932,98075.928,1
P2840,94654.584,98079.009,3
P2841,94655.275,98076.192,3
P2842,94653.514,98073.000,3
P2843,94651.529,98063.574,5
P2844,94653.347,98062.735,3
P2845,94655.467,98053.790,3
P2846,94650.932,98053.172,2
P2847,94658.837,98051.746,2
P2848,94660.594,98050.357,2
P2849,94656.673,98041.337,2
P2850,94654.923,98038.143,3
P2851,94659.187,98030.300,3
P2852,94666.600,98032.065,3
P2853,94666.472,98038.326,2
P2854,94674.385,98037.086,3
P2855,94671.961,98034.124,1
P2856,94674.392,98040.321,7
P2857,94672.313,98045.869,6
P2858,94667.542,98047.502,6
P2859,94671.956,98052.895,1
P2860,94672.937,98059.256,2
P2861,94673.694,98056.482,1
P2862,94670.052,98047.378,4
P2863,94665.342,98049.359,2
P2864,94672.916,98046.049,3
P2865,94678.156,98038.997,2
P2866,94679.222,98039.459,6
P2867,94679.561,98036.448,6
P2868,94674.758,98037.770,2
P2869,94673.993,98043.881,2
P2870,94675.788,98042.679,3
P2871,94672.457,98047.247,3
P2872,94674.007,98047.278,3
P2873,94672.800,98053.240,2
P2874,94674.407,98053.182,1
P2875,94670.089,98056.328,3
P2876,94673.401,98062.258,3
P2877,94671.271,98059.177,3
P2878,94675.328,98051.193,3
P2879,94670.977,98050.144,3
P2880,94669.455,98055.976,1
P2881,94670.953,98056.080,2
P2882,94675.712,98061.250,3
P2883,94677.494,98060.723,2
P2884,94672.768,98060.787,3
P2885,94672.931,98067.094,3
P2886,94680.784,98067.097,5
P2887,94678.432,98064.104,3
P2888,94685.046,98058.704,3
P2889,94681.143,98062.569,2
P2890,94679.401,98068.298,6
P2891,94680.249,98065.589,2
P2892,94680.317,98071.883,1
P2893,94675.948,98074.916,6
P2894,94682.933,98070.158,2
P2895,94681.238,98060.706,2
P2896,94682.774,98060.758,3
P2897,94682.982,98067.071,3
P2898,94686.653,98072.853,2
P2899,94684.771,98078.510,3
P2900,94681.244,98076.313,2
P2901,94676.878,98079.353,1
P2902,94678.472,98079.316,6
P2903,94674.294,98077.948,5
P2904,94673.195,98068.472,2
P2905,94670.035,98073.209,5
P2906,94665.226,98074.431,2
P2907,94670.611,98067.518,2
P2908,94670.439,98064.327,1
P2909,94668.261,98054.924,3
P2910,94666.756,98051.680,4
P2911,94667.610,98052.217,2
P2912,94673.833,98046.254,7
P2913,94678.211,98038.493,3
P2914,94679.480,98038.829,2
P2915,94687.109,98035.712,2
P2916,94685.785,98041.629,7
P2917,94690.538,98046.804,1
P2918,94692.350,98045.729,2
P2919,94687.817,98045.104,3
P2920,94689.631,98044.057,2
P2921,94690.203,98050.404,1
P2922,94697.191,98053.091,2
P2923,94705.078,98052.788,3
P2924,94704.093,98043.310,3
P2925,94700.575,98041.105,3
P2926,94701.036,98047.444,3
P2927,94701.130,98044.334,2
P2928,94704.941,98050.051,2
P2929,94700.680,98048.829,3
P2930,94698.036,98054.004,3
P2931,94693.027,98045.404,2
P2932,94688.790,98048.712,6
P2933,94689.459,98045.881,2
P2934,94694.017,98038.253,7
P2935,94695.363,98036.031,1
P2936,94693.446,98032.880,1
P2937,94689.174,98036.119,4
P2938,94686.943,98033.075,3
P2939,94688.340,98033.296,3
P2940,94687.987,98039.512,1
P2941,94689.335,98039.780,5
P2942,94695.339,98033.542,2
P2943,94696.628,98033.861,1
P2944,94698.134,98024.723,1
P2945,94703.881,98029.071,2
P2946,94699.089,98030.517,4
P2947,94695.338,98034.593,6
P2948,94696.672,98034.874,3
P2949,94698.490,98034.043,6
P2950,94703.023,98039.362,5
P2951,94706.711,98031.150,2
P2952,94707.624,98031.671,3
P2953,94708.611,98022.405,3
P2954,94708.129,98028.592,1
P2955,94704.366,98026.649,6
P2956,94710.469,98030.613,1
P2957,94717.828,98032.515,2
P2958,94713.215,98032.129,2
P2959,94708.595,98034.475,2
P2960,94710.337,98040.792,2
P2961,94710.690,98031.412,3
P2962,94710.285,98021.953,2
P2963,94711.702,98022.151,2
P2964,94714.802,98028.158,2
P2965,94710.347,98027.337,3
P2966,94711.353,98024.756,3
P2967,94719.234,98023.015,3
P2968,94715.119,98021.546,2
P2969,94710.436,98021.418,3
P2970,94714.437,98013.399,1
P2971,94715.884,98013.565,5
P2972,94719.063,98019.544,6
P2973,94726.719,98016.524,3
P2974,94734.611,98014.905,5
P2975,94741.984,98016.771,3
P2976,94741.199,98007.296,3
P2977,94741.530,98004.282,3
P2978,94740.185,98001.016,4
P2979,94745.980,98005.315,7
P2980,94750.879,97997.961,7
P2981,94746.411,98000.759,3
P2982,94741.674,98002.606,2
P2983,94741.550,97999.427,3
P2984,94742.793,97999.783,3
P2985,94743.637,97997.071,3
P2986,94738.922,97997.081,2
P2987,94740.547,97996.988,3
P2988,94741.604,97997.455,3
P2989,94736.974,97997.125,2
P2990,94733.120,97995.291,3
P2991,94733.926,97992.552,6
P2992,94735.692,97992.094,1
P2993,94731.003,97994.176,1
P2994,94726.196,97994.891,3
P2995,94730.806,97987.302,2
P2996,94727.730,97984.723,1
P2997,94732.880,97989.603,2
P2998,94740.778,97989.153,7
P2999,94741.942,97989.562,5
P3000,94737.250,97989.470,1
P3001,94739.705,97980.652,1
P3002,94741.089,97978.483,3
P3003,94742.503,97976.354,6
P3004,94750.409,97974.956,2
P3005,94752.229,97974.054,3
P3006,94752.941,97971.250,1
P3007,94754.627,97971.031,3
P3008,94758.112,97962.703,2
P3009,94761.672,97968.533,4
P3010,94764.760,97959.997,7
P3011,94766.573,97950.950,7
P3012,94766.775,97947.881,3
P3013,94766.762,97954.162,1
P3014,94765.766,97950.874,3
P3015,94767.585,97949.915,2
P3016,94769.138,97949.942,2
P3017,94765.660,97954.350,3
P3018,94760.855,97955.022,3
P3019,94761.872,97955.506,3
P3020,94764.323,97961.699,2
P3021,94765.292,97952.429,3
P3022,94766.559,97950.111,1
P3023,94768.043,97948.088,2
P3024,94764.600,97945.811,3
P3025,94768.381,97937.654,3
P3026,94770.174,97937.073,3
P3027,94766.427,97941.155,3
P3028,94767.210,97938.399,3
P3029,94769.684,97944.586,1
P3030,94771.178,97942.581,1
P3031,94778.974,97942.962,6
P3032,94782.036,97948.982,1
P3033,94778.220,97947.100,2
P3034,94783.367,97951.984,1
P3035,94790.779,97953.752,1
P3036,94796.223,97946.897,2
P3037,94804.038,97944.638,3
P3038,94800.265,97942.705,7
P3039,94808.029,97940.158,1
P3040,94809.261,97930.948,3
P3041,94808.363,97927.660,2
P3042,94815.836,97924.036,2
P3043,94812.671,97921.523,3
P3044,94814.428,97921.101,3
P3045,94809.904,97920.453,3
P3046,94805.235,97911.706,2
P3047,94802.551,97916.849,4
P3048,94800.380,97922.343,2
P3049,94795.893,97921.600,6
P3050,94791.358,97924.216,2
P3051,94791.624,97930.535,3
P3052,94799.186,97931.871,3
P3053,94798.173,97937.903,6
P3054,94799.818,97937.774,1
P3055,94800.774,97928.501,3
P3056,94803.296,97919.710,2
P3057,94804.776,97919.836,2
P3058,94806.321,97917.916,3
P3059,94812.607,97921.660,1
P3060,94820.498,97921.311,2
P3061,94815.822,97923.447,3
P3062,94811.519,97922.302,5
P3063,94807.238,97925.522,3
P3064,94807.463,97916.124,6
P3065,94803.169,97907.232,5
P3066,94810.342,97909.556,2
P3067,94817.129,97904.439,3
P3068,94822.279,97897.304,3
P3069,94819.325,97894.638,1
P3070,94821.119,97893.426,3
P3071,94821.338,97899.740,7
P3072,94822.220,97900.271,3
P3073,94823.966,97898.842,2
P3074,94820.646,97896.455,3
P3075,94826.261,97900.931,7
P3076,94830.478,97893.056,2
P3077,94832.187,97899.377,2
P3078,94827.730,97902.202,2
P3079,94823.402,97893.322,2
P3080,94828.196,97885.879,2
P3081,94829.407,97886.256,1
P3082,94831.227,97885.375,1
P3083,94832.382,97885.789,1
P3084,94833.399,97892.150,2
P3085,94834.976,97890.292,6
P3086,94833.200,97887.103,2
P3087,94829.832,97891.632,1
P3088,94831.646,97890.888,3
P3089,94835.665,97896.502,1
P3090,94837.483,97895.675,1
P3091,94842.392,97888.328,2
P3092,94844.020,97888.231,3
P3093,94845.185,97888.639,2
P3094,94848.738,97880.349,3
P3095,94850.189,97880.511,3
P3096,94858.066,97878.722,6
P3097,94865.980,97877.521,2
P3098,94866.134,97874.432,6
P3099,94865.918,97880.677,3
P3100,94873.695,97878.198,3
P3101,94881.208,97879.686,2
P3102,94883.015,97878.570,1
P3103,94886.175,97870.069,1
P3104,94890.094,97861.997,3
P3105,94891.475,97859.823,1
P3106,94887.524,97858.115,1
P3107,94882.207,97849.662,3
P3108,94878.992,97840.446,5
P3109,94876.000,97837.807,7
P3110,94883.697,97838.656,7
P3111,94878.913,97840.178,1
P3112,94874.517,97843.150,1
P3113,94871.902,97848.346,1
P3114,94869.462,97845.392,6
P3115,94871.219,97844.967,1
P3116,94868.307,97842.275,2
P3117,94868.894,97832.931,3
P3118,94868.649,97829.723,2
P3119,94875.877,97831.930,5
P3120,94875.905,97822.508,3
P3121,94879.058,97828.497,3
P3122,94880.175,97826.019,3
P3123,94876.012,97829.464,3
P3124,94882.944,97832.253,3
P3125,94884.625,97832.044,3
P3126,94881.931,97837.181,2
P3127,94879.898,97834.066,2
P3128,94875.171,97835.967,1
P3129,94881.734,97839.340,5
P3130,94883.123,97839.569,1
P3131,94878.332,97840.069,4
P3132,94873.714,97839.700,3
P3133,94868.902,97840.520,3
P3134,94864.295,97840.116,2
P3135,94865.352,97840.582,2
P3136,94860.859,97831.765,2
P3137,94867.509,97835.010,1
P3138,94862.712,97835.584,6
P3139,94860.826,97841.240,6
P3140,94863.215,97847.446,6
P3141,94860.941,97838.055,1
P3142,94856.764,97829.121,2
P3143,94853.686,97833.936,6
P3144,94854.584,97831.266,2
P3145,94862.499,97830.448,2
P3146,94863.691,97830.838,2
P3147,94862.216,97827.589,2
P3148,94861.725,97824.335,1
P3149,94863.459,97823.987,1
P3150,94864.439,97814.719,1
P3151,94861.563,97812.003,3
P3152,94863.360,97810.811,1
P3153,94862.092,97801.337,7
P3154,94869.889,97798.964,1
P3155,94868.274,97795.740,3
P3156,94863.621,97797.971,3
P3157,94864.292,97788.642,3
P3158,94863.977,97785.418,3
P3159,94865.752,97784.105,2
P3160,94860.943,97784.864,2
P3161,94863.985,97790.890,3
P3162,94871.633,97787.840,5
P3163,94876.283,97780.283,1
P3164,94879.776,97786.141,6
P3165,94883.357,97777.866,6
P3166,94885.162,97776.730,2
P3167,94892.596,97778.439,2
P3168,94892.266,97784.660,2
P3169,94893.449,97791.018,5
P3170,94894.964,97791.099,2
P3171,94902.879,97790.271,3
P3172,94907.047,97795.806,3
P3173,94904.476,97786.460,5
P3174,94906.190,97784.923,2
P3175,94907.759,97783.048,2
P3176,94914.742,97785.744,1
P3177,94910.028,97785.753,7
P3178,94907.037,97790.646,3
P3179,94914.537,97787.101,3
P3180,94912.862,97792.862,1
P3181,94916.580,97798.623,2
P3182,94911.865,97800.584,2
P3183,94910.148,97806.325,2
P3184,94911.549,97806.543,6
P3185,94912.058,97812.885,1
P3186,94913.847,97812.322,1
P3187,94910.539,97809.925,2
P3188,94915.421,97802.556,2
P3189,94916.866,97808.901,1
P3190,94918.435,97807.027,6
P3191,94913.641,97807.570,1
P3192,94914.660,97808.053,2
P3193,94910.153,97807.361,1
P3194,94905.993,97805.965,7
P3195,94906.997,97803.382,4
P3196,94903.347,97801.312,3
P3197,94900.929,97791.941,5
P3198,94899.517,97788.684,2
P3199,94899.897,97785.692,5
P3200,94907.471,97786.990,2
P3201,94915.092,97783.845,1
P3202,94916.879,97774.790,1
P3203,94918.674,97774.195,1
P3204,94923.793,97779.100,3
P3205,94925.302,97777.119,3
P3206,94929.575,97782.594,3
P3207,94937.023,97784.267,3
P3208,94940.299,97775.826,5
P3209,94940.043,97772.615,5
P3210,94937.186,97763.321,6
P3211,94937.853,97769.674,3
P3212,94938.683,97766.952,3
P3213,94933.854,97758.272,3
P3214,94940.653,97753.175,1
P3215,94941.902,97753.525,5
P3216,94937.189,97755.494,7
P3217,94943.050,97759.725,2
P3218,94947.935,97752.359,1
P3219,94943.434,97743.545,3
P3220,94950.092,97738.214,3
P3221,94947.373,97735.404,2
P3222,94949.012,97733.674,1
P3223,94950.027,97731.101,2
P3224,94955.592,97724.370,2
P3225,94958.202,97730.523,3
P3226,94955.678,97735.785,6
P3227,94960.137,97728.083,6
P3228,94961.733,97728.042,6
P3229,94963.314,97728.026,2
P3230,94958.810,97730.729,1
P3231,94959.140,97727.715,1
P3232,94955.246,97725.931,1
P3233,94950.423,97717.249,7
P3234,94947.803,97722.441,2
P3235,94943.065,97724.282,7
P3236,94944.835,97723.810,3
P3237,94944.194,97720.537,1
P3238,94945.764,97720.539,7
P3239,94943.177,97717.656,6
P3240,94941.265,97714.504,1
P3241,94944.417,97720.493,6
P3242,94948.029,97726.301,7
P3243,94943.260,97727.943,3
P3244,94945.078,97726.962,3
P3245,94941.912,97731.694,6
P3246,94942.022,97737.994,1
P3247,94938.522,97728.851,4
P3248,94939.775,97729.198,1
P3249,94945.354,97733.708,5
P3250,94946.453,97734.154,2
P3251,94948.271,97733.329,3
P3252,94944.508,97731.385,3
P3253,94945.755,97737.741,2
P3254,94941.956,97735.838,3
P3255,94943.213,97736.183,6
P3256,94940.042,97740.911,2
P3257,94941.815,97740.422,1
P3258,94938.000,97738.540,2
P3259,94936.482,97729.077,5
P3260,94944.119,97730.161,3
P3261,94945.154,97730.638,3
P3262,94940.489,97730.437,3
P3263,94936.674,97734.427,2
P3264,94935.587,97724.951,2
P3265,94934.723,97721.664,3
P3266,94942.637,97720.892,2
P3267,94939.398,97718.438,3
P3268,94935.571,97722.412,6
P3269,94937.690,97713.467,5
P3270,94938.547,97714.004,5
P3271,94940.100,97714.031,2
P3272,94937.568,97711.120,3
P3273,94942.889,97715.861,1
P3274,94939.225,97720.049,3
P3275,94940.906,97719.841,3
P3276,94937.220,97717.810,5
P3277,94938.704,97715.787,3
P3278,94945.835,97718.198,3
P3279,94952.740,97713.289,1
P3280,94954.554,97712.539,1
P3281,94961.141,97715.878,7
P3282,94963.496,97707.021,6
P3283,94963.182,97703.797,7
P3284,94961.525,97700.582,3
P3285,94962.491,97701.086,3
P3286,94970.238,97701.719,2
P3287,94973.909,97707.501,1
P3288,94980.392,97710.986,1
P3289,94988.106,97711.767,3
P3290,94995.972,97711.666,3
P3291,94991.593,97714.677,7
P3292,94995.063,97720.545,6
P3293,94997.604,97711.762,5
P3294,95005.455,97709.745,7
P3295,95006.463,97700.484,6
P3296,95013.208,97703.585,1
P3297,95020.042,97698.549,3
P3298,95023.755,97690.351,2
P3299,95025.476,97690.040,7
P3300,95029.651,97695.571,2
P3301,95024.838,97696.418,2
P3302,95030.472,97700.876,1
P3303,95029.761,97707.003,2
P3304,95030.836,97704.485,1
P3305,95030.681,97701.299,2
P3306,95025.605,97692.730,3
P3307,95033.446,97690.644,5
P3308,95035.042,97688.821,3
P3309,95036.549,97679.683,3
P3310,95034.578,97676.549,2
P3311,95032.461,97667.138,3
P3312,95034.129,97665.477,2
P3313,95041.733,97662.268,2
P3314,95049.546,97662.548,1
P3315,95044.777,97664.195,2
P3316,95042.883,97669.846,3
P3317,95044.597,97669.556,1
P3318,95041.648,97666.887,6
P3319,95043.408,97665.509,3
P3320,95045.226,97664.530,1
P3321,95050.042,97657.106,6
P3322,95057.955,97655.867,2
P3323,95059.653,97654.285,3
P3324,95057.366,97651.264,2
P3325,95054.588,97656.334,3
P3326,95053.816,97662.443,1
P3327,95060.552,97657.240,1
P3328,95061.981,97655.133,3
P3329,95057.221,97655.398,2
P3330,95058.200,97655.897,2
P3331,95058.441,97646.501,1
P3332,95062.728,97638.675,1
P3333,95068.075,97643.392,6
P3334,95066.644,97640.137,2
P3335,95061.972,97639.964,7
P3336,95064.854,97646.042,6
P3337,95060.039,97647.076,1
P3338,95055.959,97650.664,1
P3339,95063.833,97650.485,7
P3340,95067.957,97656.044,1
P3341,95069.757,97655.413,3
P3342,95065.783,97659.172,4
P3343,95067.514,97658.835,3
P3344,95065.130,97655.854,2
P3345,95069.243,97661.419,6
P3346,95067.541,97658.214,1
P3347,95065.815,97648.764,3
P3348,95061.400,97651.693,1
P3349,95062.008,97648.824,3
P3350,95063.632,97648.733,1
P3351,95071.018,97644.867,1
P3352,95069.298,97641.665,1
P3353,95070.714,97648.012,3
P3354,95066.548,97646.625,3
P3355,95068.272,97645.119,6
P3356,95065.982,97650.539,1
P3357,95061.420,97649.997,7
P3358,95062.973,97650.024,3
P3359,95070.259,97652.102,6
P3360,95066.985,97649.676,2
P3361,95062.332,97649.430,2
P3362,95066.600,97654.909,4
P3363,95063.971,97660.095,2
P3364,95070.123,97654.040,2
P3365,95065.819,97652.898,2
P3366,95071.559,97646.354,3
P3367,95073.202,97644.631,7
P3368,95074.259,97642.097,6
P3369,95069.648,97641.707,3
P3370,95069.266,97632.249,3
P3371,95076.098,97635.207,3
P3372,95074.349,97640.933,1
P3373,95080.373,97644.988,1
P3374,95075.675,97647.029,1
P3375,95073.520,97637.623,1
P3376,95071.323,97634.566,3
P3377,95076.814,97639.156,3
P3378,95077.882,97639.618,3
P3379,95073.834,97630.640,3
P3380,95070.396,97628.358,3
P3381,95076.744,97622.566,1
P3382,95084.602,97620.612,1
P3383,95080.304,97611.722,3
P3384,95086.634,97605.904,3
P3385,95083.124,97596.764,4
P3386,95084.841,97595.235,4
P3387,95087.508,97601.374,2
P3388,95089.324,97600.598,3
P3389,95097.210,97600.299,2
P3390,95098.157,97597.668,7
P3391,95096.931,97594.390,3
P3392,95092.516,97585.543,3
P3393,95087.769,97585.727,3
P3394,95084.250,97590.089,4
P3395,95085.719,97590.229,2
P3396,95093.289,97586.906,6
P3397,95098.903,97591.383,2
P3398,95101.021,97597.644,3
P3399,95101.766,97594.862,1
P3400,95102.687,97595.381,3
P3401,95103.961,97595.713,2
P3402,95105.583,97602.043,2
P3403,95103.419,97598.973,3
P3404,95108.623,97603.810,3
P3405,95111.301,97609.946,4
P3406,95110.471,97600.470,7
P3407,95112.223,97599.059,1
P3408,95113.203,97596.457,1
P3409,95120.544,97592.476,5
P3410,95125.469,97597.528,3
P3411,95127.595,97603.788,3
P3412,95131.276,97595.571,3
P3413,95128.742,97592.661,3
P3414,95135.891,97595.036,6
P3415,95133.635,97592.002,2
P3416,95128.816,97583.318,2
P3417,95135.575,97586.395,2
P3418,95141.421,97590.642,4
P3419,95139.874,97587.406,2
P3420,95139.839,97584.253,2
P3421,95135.072,97585.910,2
P3422,95132.818,97582.875,3
P3423,95133.997,97580.460,3
P3424,95129.183,97581.416,3
P3425,95124.809,97584.439,3
P3426,95120.439,97583.428,3
P3427,95120.064,97589.639,3
P3428,95115.270,97590.173,3
P3429,95116.979,97589.897,1
P3430,95117.164,97596.207,1
P3431,95118.228,97593.678,2
P3432,95123.576,97598.395,1
P3433,95119.699,97596.590,2
P3434,95121.236,97596.641,2
P3435,95122.400,97594.210,6
P3436,95117.904,97593.491,6
P3437,95116.590,97590.221,5
P3438,95112.414,97588.850,4
P3439,95108.582,97586.988,1
P3440,95104.670,97577.966,3
P3441,95112.285,97579.126,3
P3442,95116.729,97584.501,4
P3443,95118.466,97584.146,7
P3444,95120.250,97582.878,7
P3445,95120.318,97589.171,7
P3446,95121.516,97589.558,7
P3447,95126.754,97594.368,2
P3448,95128.286,97594.425,3
P3449,95130.063,97593.921,7
P3450,95129.807,97590.710,1
P3451,95135.960,97584.657,3
P3452,95132.262,97582.639,3
P3453,95132.255,97573.213,1
P3454,95130.450,97570.032,4
P3455,95125.761,97569.927,1
P3456,95133.661,97568.414,7
P3457,95135.480,97567.559,3
P3458,95137.296,97566.544,1
P3459,95138.586,97566.863,6
P3460,95133.783,97568.179,6
P3461,95140.236,97562.536,2
P3462,95135.081,97554.005,1
P3463,95142.795,97554.781,1
P3464,95138.035,97555.044,6
P3465,95134.492,97552.863,6
P3466,95136.049,97552.884,3
P3467,95131.296,97553.103,6
P3468,95126.530,97553.402,1
P3469,95124.195,97550.400,3
P3470,95127.240,97541.843,2
P3471,95128.422,97539.432,2
P3472,95123.613,97540.642,2
P3473,95121.989,97546.428,3
P3474,95123.010,97543.859,3
P3475,95119.074,97547.676,1
P3476,95120.385,97547.976,1
P3477,95119.872,97554.155,1
P3478,95126.851,97556.860,1
P3479,95133.216,97560.503,2
P3480,95139.686,97564.006,5
P3481,95146.612,97559.135,7
P3482,95146.638,97556.002,3
P3483,95142.205,97558.887,3
P3484,95137.505,97558.832,5
P3485,95138.933,97559.019,1
P3486,95143.733,97564.161,2
P3487,95145.413,97562.530,2
P3488,95142.155,97560.091,1
P3489,95143.958,97559.446,3
P3490,95145.694,97557.983,4
P3491,95149.191,97549.661,6
P3492,95154.560,97542.732,3
P3493,95156.373,97541.997,4
P3494,95157.899,97542.063,6
P3495,95154.720,97539.561,2
P3496,95154.557,97536.372,6
P3497,95162.412,97536.361,2
P3498,95158.455,97527.353,1
P3499,95163.686,97532.169,3
P3500,95171.450,97532.721,7
P3501,95179.152,97529.892,3
P3502,95180.232,97530.347,2
P3503,95175.728,97529.647,5
P3504,95177.497,97529.178,5
P3505,95177.866,97535.509,2
P3506,95179.686,97534.594,3
P3507,95181.492,97533.464,1
P3508,95182.216,97530.669,2
P3509,95179.360,97535.676,2
P3510,95174.684,97535.518,5
P3511,95170.636,97533.947,6
P3512,95171.024,97540.280,2
P3513,95172.750,97539.955,2
P3514,95180.663,97539.210,1
P3515,95181.141,97536.267,7
P3516,95176.872,97539.513,1
P3517,95182.378,97532.721,2
P3518,95190.186,97533.031,3
P3519,95185.403,97533.464,3
P3520,95187.220,97532.668,3
P3521,95192.884,97526.042,2
P3522,95188.229,97525.803,7
P3523,95185.832,97522.829,3
P3524,95184.908,97519.541,2
P3525,95186.256,97517.324,2
P3526,95182.375,97515.524,1
P3527,95184.172,97514.918,1
P3528,95181.056,97519.697,7
P3529,95182.443,97517.532,3
P3530,95182.890,97523.869,3
P3531,95190.806,97522.791,3
P3532,95191.489,97519.968,6
P3533,95188.063,97524.435,1
P3534,95192.652,97529.719,6
P3535,95191.042,97526.494,3
P3536,95186.454,97526.031,1
P3537,95191.627,97530.892,1
P3538,95193.430,97530.243,1
P3539,95188.789,97532.516,3
P3540,95190.584,97531.308,3
P3541,95185.810,97532.918,6
P3542,95185.847,97539.207,6
P3543,95184.336,97545.045,2
P3544,95190.655,97548.747,2
P3545,95198.332,97549.677,2
P3546,95200.140,97548.989,2
P3547,95207.115,97544.211,3
P3548,95206.753,97534.755,2
P3549,95208.032,97532.452,7
P3550,95208.837,97529.712,3
